0,40,0,2
0,39,0,3
0,38,0,1
0,37,0,1
0,36,0,1
0,41,1,2
0,40,1,3
0,39,1,1
0,38,1,1
0,37,1,1
0,42,2,2
0,41,2,3
0,40,2,1
0,39,2,1
0,38,2,1
0,43,3,2
0,42,3,3
0,41,3,1
0,40,3,1
0,39,3,1
0,44,4,2
0,43,4,3
0,42,4,1
0,41,4,1
0,40,4,1
0,45,5,2
0,44,5,3
0,43,5,1
0,42,5,1
0,41,5,1
0,46,6,2
0,45,6,3
0,44,6,1
0,43,6,1
0,42,6,1
0,47,7,2
0,46,7,3
0,45,7,1
0,44,7,1
0,43,7,1
0,47,8,2
0,46,8,3
0,45,8,1
0,44,8,1
0,43,8,1
0,48,9,2
0,47,9,3
0,46,9,1
0,45,9,1
0,44,9,1
1,40,0,2
1,39,0,3
1,38,0,1
1,37,0,1
1,36,0,1
1,41,1,2
1,40,1,3
1,39,1,1
1,38,1,1
1,37,1,1
1,42,2,2
1,41,2,3
1,40,2,1
1,39,2,1
1,38,2,1
1,43,3,2
1,42,3,3
1,41,3,1
1,40,3,1
1,39,3,1
1,44,4,2
1,43,4,3
1,42,4,1
1,41,4,1
1,40,4,1
1,45,5,2
1,44,5,3
1,43,5,1
1,42,5,1
1,41,5,1
1,46,6,2
1,45,6,3
1,44,6,1
1,43,6,1
1,42,6,1
1,47,7,2
1,46,7,3
1,45,7,1
1,44,7,1
1,43,7,1
1,48,8,2
1,47,8,3
1,46,8,1
1,45,8,1
1,44,8,1
1,49,9,2
1,48,9,3
1,47,9,1
1,46,9,1
1,45,9,1
2,41,0,2
2,40,0,3
2,39,0,1
2,38,0,1
2,37,0,1
2,42,1,2
2,41,1,3
2,40,1,1
2,39,1,1
2,38,1,1
2,43,2,2
2,42,2,3
2,41,2,1
2,40,2,1
2,39,2,1
2,44,3,2
2,43,3,3
2,42,3,1
2,41,3,1
2,40,3,1
2,45,4,2
2,44,4,3
2,43,4,1
2,42,4,1
2,41,4,1
2,46,5,2
2,45,5,3
2,44,5,1
2,43,5,1
2,42,5,1
2,47,6,2
2,46,6,3
2,45,6,1
2,44,6,1
2,43,6,1
2,48,7,2
2,47,7,3
2,46,7,1
2,45,7,1
2,44,7,1
2,49,8,2
2,48,8,3
2,47,8,1
2,46,8,1
2,45,8,1
2,50,9,2
2,49,9,3
2,48,9,1
2,47,9,1
2,46,9,1
3,42,0,2
3,41,0,3
3,40,0,1
3,39,0,1
3,38,0,1
3,43,1,2
3,42,1,3
3,41,1,1
3,40,1,1
3,39,1,1
3,44,2,2
3,43,2,3
3,42,2,1
3,41,2,1
3,40,2,1
3,45,3,2
3,44,3,3
3,43,3,1
3,42,3,1
3,41,3,1
3,46,4,2
3,45,4,3
3,44,4,1
3,43,4,1
3,42,4,1
3,47,5,2
3,46,5,3
3,45,5,1
3,44,5,1
3,43,5,1
3,48,6,2
3,47,6,3
3,46,6,1
3,45,6,1
3,44,6,1
3,49,7,2
3,48,7,3
3,47,7,1
3,46,7,1
3,45,7,1
3,50,8,2
3,49,8,3
3,48,8,1
3,47,8,1
3,46,8,1
3,51,9,2
3,50,9,3
3,49,9,1
3,48,9,1
3,47,9,1
4,43,0,2
4,42,0,3
4,41,0,1
4,40,0,1
4,39,0,1
4,44,1,2
4,43,1,3
4,42,1,1
4,41,1,1
4,40,1,1
4,45,2,2
4,44,2,3
4,43,2,1
4,42,2,1
4,41,2,1
4,46,3,2
4,45,3,3
4,44,3,1
4,43,3,1
4,42,3,1
4,47,4,2
4,46,4,3
4,45,4,1
4,44,4,1
4,43,4,1
4,48,5,2
4,47,5,3
4,46,5,1
4,45,5,1
4,44,5,1
4,49,6,2
4,48,6,3
4,47,6,1
4,46,6,1
4,45,6,1
4,50,7,2
4,49,7,3
4,48,7,1
4,47,7,1
4,46,7,1
4,51,8,2
4,50,8,3
4,49,8,1
4,48,8,1
4,47,8,1
4,52,9,2
4,51,9,3
4,50,9,1
4,49,9,1
4,48,9,1
5,44,0,2
5,43,0,3
5,42,0,1
5,41,0,1
5,40,0,1
5,45,1,2
5,44,1,3
5,43,1,1
5,42,1,1
5,41,1,1
5,46,2,2
5,45,2,3
5,44,2,1
5,43,2,1
5,42,2,1
5,47,3,2
5,46,3,3
5,45,3,1
5,44,3,1
5,43,3,1
5,48,4,2
5,47,4,3
5,46,4,1
5,45,4,1
5,44,4,1
5,49,5,2
5,48,5,3
5,47,5,1
5,46,5,1
5,45,5,1
5,50,6,2
5,49,6,3
5,48,6,1
5,47,6,1
5,46,6,1
5,51,7,2
5,50,7,3
5,49,7,1
5,48,7,1
5,47,7,1
5,52,8,2
5,51,8,3
5,50,8,1
5,49,8,1
5,48,8,1
5,53,9,2
5,52,9,3
5,51,9,1
5,50,9,1
5,49,9,1
6,45,0,2
6,44,0,3
6,43,0,1
6,42,0,1
6,41,0,1
6,46,1,2
6,45,1,3
6,44,1,1
6,43,1,1
6,42,1,1
6,47,2,2
6,46,2,3
6,45,2,1
6,44,2,1
6,43,2,1
6,48,3,2
6,47,3,3
6,46,3,1
6,45,3,1
6,44,3,1
6,49,4,2
6,48,4,3
6,47,4,1
6,46,4,1
6,45,4,1
6,50,5,2
6,49,5,3
6,48,5,1
6,47,5,1
6,46,5,1
6,51,6,2
6,50,6,3
6,49,6,1
6,48,6,1
6,47,6,1
6,52,7,2
6,51,7,3
6,50,7,1
6,49,7,1
6,48,7,1
6,53,8,2
6,52,8,3
6,51,8,1
6,50,8,1
6,49,8,1
6,54,9,2
6,53,9,3
6,52,9,1
6,51,9,1
6,50,9,1
7,46,0,2
7,45,0,3
7,44,0,1
7,43,0,1
7,42,0,1
7,47,1,2
7,46,1,3
7,45,1,1
7,44,1,1
7,43,1,1
7,48,2,2
7,47,2,3
7,46,2,1
7,45,2,1
7,44,2,1
7,49,3,2
7,48,3,3
7,47,3,1
7,46,3,1
7,45,3,1
7,50,4,2
7,49,4,3
7,48,4,1
7,47,4,1
7,46,4,1
7,51,5,2
7,50,5,3
7,49,5,1
7,48,5,1
7,47,5,1
7,52,6,2
7,51,6,3
7,50,6,1
7,49,6,1
7,48,6,1
7,53,7,2
7,52,7,3
7,51,7,1
7,50,7,1
7,49,7,1
7,54,8,2
7,53,8,3
7,52,8,1
7,51,8,1
7,50,8,1
7,55,9,2
7,54,9,3
7,53,9,1
7,52,9,1
7,51,9,1
8,47,0,2
8,46,0,3
8,45,0,1
8,44,0,1
8,43,0,1
8,48,1,2
8,47,1,3
8,46,1,1
8,45,1,1
8,44,1,1
8,49,2,2
8,48,2,3
8,47,2,1
8,46,2,1
8,45,2,1
8,50,3,2
8,49,3,3
8,48,3,1
8,47,3,1
8,46,3,1
8,51,4,2
8,50,4,3
8,49,4,1
8,48,4,1
8,47,4,1
8,52,5,2
8,51,5,3
8,50,5,1
8,49,5,1
8,48,5,1
8,53,6,2
8,52,6,3
8,51,6,1
8,50,6,1
8,49,6,1
8,54,7,2
8,53,7,3
8,52,7,1
8,51,7,1
8,50,7,1
8,55,8,2
8,54,8,3
8,53,8,1
8,52,8,1
8,51,8,1
8,56,9,2
8,55,9,3
8,54,9,1
8,53,9,1
8,52,9,1
9,48,0,2
9,47,0,3
9,46,0,1
9,45,0,1
9,44,0,1
9,49,1,2
